Brand,Model Name,Model Variant,Car Type,Transmission,Fuel Type,Year,Kilometers,Owner,State,Accidental,Car_Age,KM_Per_Year,Price
Honda,Amaze,ZX,Sedan,Manual,Petrol,2018,92399,1st,Gujarat,No,8,11549.875,206195
Hyundai,Aura,SX,Sedan,Automatic,Diesel,2021,163628,1st,Delhi,No,5,32725.6,862125
Maruti Suzuki,Dzire,V,Sedan,Manual,Petrol,2013,115899,2nd,Delhi,No,13,8915.307692307691,227601
Hyundai,Aura,Sportz,Sedan,Manual,Electric,2022,39350,1st,Maharashtra,No,4,9837.5,344850
Hyundai,i20,Era,Hatchback,Automatic,Diesel,2014,129946,2nd,Maharashtra,No,12,10828.833333333334,351384
Tata,Tiago,XM,Hatchback,Manual,Petrol,2023,129648,1st,Telangana,Yes,3,43216.0,439110
Ford,Figo,Sports,Sedan,Manual,Petrol,2019,30994,1st,Gujarat,Yes,7,4427.714285714285,604666
Maruti Suzuki,Baleno,ZX,Hatchback,Manual,Petrol,2023,143826,2nd,Maharashtra,No,3,47942.0,705672
Maruti Suzuki,Ignis,ZX,Hatchback,Manual,Petrol,2019,67671,1st,Tamil Nadu,Yes,7,9667.285714285714,142114
Maruti Suzuki,Celerio,L,Hatchback,Manual,Petrol,2020,66326,2nd,Maharashtra,No,6,11054.333333333334,485084
Chevrolet,Cruze,LT,Sedan,Manual,Diesel,2016,107839,1st,Gujarat,No,10,10783.9,877800
Tata,Altroz,XZ,Hatchback,Manual,Diesel,2020,64552,1st,Karnataka,No,6,10758.666666666666,765600
Mahindra,XUV500,W4,SUV,Manual,Petrol,2011,30010,1st,Karnataka,No,15,2000.6666666666667,762300
Maruti Suzuki,Baleno,L,Hatchback,Manual,Diesel,2022,20110,1st,Karnataka,No,4,5027.5,1900800
Mahindra,XUV500,W4,SUV,Manual,Petrol,2012,155949,3rd+,Gujarat,No,14,11139.214285714286,178664
Ford,Endeavour,Titanium+,SUV,Manual,Petrol,2016,156243,1st,Tamil Nadu,No,10,15624.3,909562
Toyota,Fortuner,G+,SUV,Manual,Petrol,2023,12895,1st,Maharashtra,No,3,4298.333333333333,1732500
Honda,City,VX,Sedan,Manual,Petrol,2001,107342,2nd,Karnataka,No,25,4293.68,682803
Ford,Endeavour,Ambiente,SUV,Manual,Diesel,2005,20980,1st,Maharashtra,No,21,999.047619047619,825825
Toyota,Innova,G+,MPV,Manual,Petrol,2005,60550,2nd,West Bengal,No,21,2883.3333333333335,880057
Hyundai,Creta,Base,SUV,Manual,Petrol,2020,111715,2nd,Karnataka,No,6,18619.166666666668,533610
Hyundai,Verna,Sportz,Sedan,Manual,Diesel,2013,135367,2nd,Karnataka,No,13,10412.846153846154,606936
Maruti Suzuki,WagonR,V,Hatchback,Manual,Diesel,2007,161122,3rd+,Telangana,No,19,8480.105263157895,306281
Honda,WR-V,E,SUV,Manual,Diesel,2018,75083,2nd,Karnataka,No,8,9385.375,185696
Honda,Jazz,ZX,Sedan,Manual,CNG,2018,74304,1st,Karnataka,No,8,9288.0,1110017
Honda,Jazz,ZX,Sedan,Manual,Petrol,2009,32103,2nd,Karnataka,No,17,1888.4117647058824,873987
Honda,Brio,VX,Hatchback,Manual,Electric,2017,45041,1st,Maharashtra,No,9,5004.555555555556,254100
Renault,Duster,RXL,SUV,Automatic,Petrol,2015,16205,2nd,Karnataka,No,11,1473.1818181818182,782628
Maruti Suzuki,Celerio,Z,Hatchback,Automatic,Petrol,2015,16598,2nd,Delhi,No,11,1508.909090909091,1095679
Hyundai,Grand i10,Era,Hatchback,Manual,Diesel,2013,164565,3rd+,Rajasthan,No,13,12658.846153846154,440859
Tata,Harrier,XE,SUV,Automatic,Diesel,2023,21199,1st,Maharashtra,No,3,7066.333333333333,508200
Audi,Q7,Technology,Luxury,Manual,Petrol,2012,142777,2nd,Delhi,No,14,10198.357142857143,263538
Nissan,Sunny,XV Premium,Sedan,Automatic,Diesel,2018,32030,1st,Karnataka,Yes,8,4003.75,438339
Hyundai,Creta,Magna,SUV,Manual,Petrol,2018,157900,2nd,Karnataka,No,8,19737.5,907137
Hyundai,Verna,Sportz,Sedan,Manual,Diesel,2008,144282,2nd,Maharashtra,No,18,8015.666666666667,265534
Audi,Q5,Premium Plus,Luxury,Manual,Petrol,2012,43198,2nd,Karnataka,No,14,3085.5714285714284,468512
Maruti Suzuki,Ignis,L,Hatchback,Manual,Diesel,2017,57830,1st,Telangana,No,9,6425.555555555556,1157587
Maruti Suzuki,Ertiga,V,MPV,Manual,Petrol,2013,17651,1st,Chhattisgarh,No,13,1357.7692307692307,888250
Maruti Suzuki,WagonR,Base,Hatchback,Automatic,Diesel,2022,179535,1st,Maharashtra,No,4,44883.75,816750
Kia,Seltos,GTX+,SUV,Manual,Petrol,2023,17824,1st,Tamil Nadu,No,3,5941.333333333333,1270500
Tata,Tigor,XT,Sedan,Manual,Diesel,2023,87442,2nd,Uttar Pradesh,No,3,29147.333333333332,414572
Maruti Suzuki,Alto,Base,Hatchback,Manual,Diesel,2018,31962,2nd,Telangana,No,8,3995.25,1151920
Maruti Suzuki,Ignis,Z,Hatchback,Manual,Petrol,2019,37341,2nd,Andhra Pradesh,No,7,5334.428571428572,184338
Toyota,Etios,G,Sedan,Manual,Petrol,2014,38657,1st,Karnataka,No,12,3221.4166666666665,229900
Toyota,Glanza,E,Hatchback,Manual,Petrol,2023,118537,2nd,Delhi,No,3,39512.333333333336,1306800
Maruti Suzuki,Dzire,L,Sedan,Manual,Petrol,2017,177523,1st,Uttar Pradesh,No,9,19724.777777777777,864233
Maruti Suzuki,S-Presso,ZX,Hatchback,Manual,Diesel,2023,67021,2nd,Maharashtra,Yes,3,22340.333333333332,1279232
Hyundai,Aura,Magna,Sedan,Manual,Electric,2022,87558,2nd,Kerala,No,4,21889.5,1444093
Mahindra,Bolero,W10,SUV,Manual,Petrol,2016,130681,2nd,Andhra Pradesh,No,10,13068.1,875605
Maruti Suzuki,Ertiga,Base,MPV,Manual,Diesel,2015,38877,2nd,Maharashtra,No,11,3534.2727272727275,1016400
Maruti Suzuki,Baleno,V,Hatchback,Manual,Petrol,2017,167627,2nd,Karnataka,No,9,18625.222222222223,965580
Hyundai,Creta,Magna,SUV,Automatic,Petrol,2023,178334,2nd,Karnataka,No,3,59444.666666666664,1425501
Maruti Suzuki,Alto,Z,Hatchback,Manual,Petrol,2001,110010,3rd+,Tamil Nadu,No,25,4400.4,643190
Hyundai,Creta,SX,SUV,Automatic,Petrol,2017,51688,1st,Maharashtra,No,9,5743.111111111111,928481
Maruti Suzuki,Ertiga,ZX,MPV,Manual,CNG,2016,158692,2nd,Delhi,No,10,15869.2,573554
Volkswagen,Vento,GT,Sedan,Manual,Petrol,2019,161089,1st,Delhi,No,7,23012.714285714286,438900
Maruti Suzuki,S-Presso,Base,Hatchback,Manual,Diesel,2021,33942,1st,Karnataka,No,5,6788.4,550000
BMW,3 Series,Sport,Luxury,Manual,Petrol,2009,142280,2nd,Gujarat,No,17,8369.411764705883,570999
Mahindra,Scorpio,W8(O),SUV,Manual,Petrol,2008,74483,1st,West Bengal,No,18,4137.944444444444,552667
Maruti Suzuki,Alto,V,Hatchback,Manual,Petrol,2016,172330,2nd,Maharashtra,No,10,17233.0,254100
Honda,WR-V,V,SUV,Manual,Petrol,2018,152418,1st,Other UTs,No,8,19052.25,576056
Maruti Suzuki,Alto,Base,Hatchback,Manual,Diesel,2015,48391,1st,Tamil Nadu,No,11,4399.181818181818,1540000
Maruti Suzuki,Ignis,Z,Hatchback,Manual,Petrol,2020,179944,1st,Telangana,No,6,29990.666666666668,693000
Mahindra,TUV300,W10,SUV,Manual,Diesel,2020,164778,2nd,Karnataka,No,6,27463.0,990990
Maruti Suzuki,Ertiga,L,MPV,Manual,Petrol,2021,57907,2nd,Karnataka,No,5,11581.4,1051015
Maruti Suzuki,Baleno,Z,Hatchback,Manual,Petrol,2021,108856,1st,Punjab,No,5,21771.2,1197000
Maruti Suzuki,Alto,ZX,Hatchback,Manual,Diesel,2012,69712,1st,Tamil Nadu,No,14,4979.428571428572,227383
Mahindra,Bolero,W8(O),SUV,Manual,Petrol,2010,146307,3rd+,Delhi,No,16,9144.1875,535992
Maruti Suzuki,Ertiga,ZX,MPV,Manual,CNG,2012,116001,2nd,Maharashtra,No,14,8285.785714285714,204840
Hyundai,i20,Magna,Hatchback,Manual,CNG,2018,179885,2nd,Delhi,No,8,22485.625,675906
Hyundai,i10,SX,Hatchback,Manual,Diesel,2009,14566,2nd,Tamil Nadu,No,17,856.8235294117648,851840
Hyundai,i10,Base,Hatchback,Manual,Petrol,2008,78600,2nd,Gujarat,No,18,4366.666666666667,324231
Maruti Suzuki,S-Presso,L,Hatchback,Manual,Diesel,2020,80959,2nd,Gujarat,No,6,13493.166666666666,323389
Toyota,Innova,VX,MPV,Manual,Petrol,2023,132603,1st,Delhi,No,3,44201.0,330000
Maruti Suzuki,WagonR,Z,Hatchback,Manual,Diesel,2016,96957,1st,West Bengal,No,10,9695.7,1195771
Hyundai,Grand i10,Magna,Hatchback,Manual,Diesel,2014,28742,1st,West Bengal,No,12,2395.1666666666665,665500
Mahindra,Thar,AX5,SUV,Manual,Electric,2012,162394,2nd,West Bengal,No,14,11599.57142857143,230595
Maruti Suzuki,Swift,ZX,Sedan,Automatic,Diesel,2015,165658,1st,Maharashtra,No,11,15059.818181818182,977649
Ford,EcoSport,Sports,SUV,Automatic,Diesel,2017,79423,1st,Rajasthan,Yes,9,8824.777777777777,524338
Maruti Suzuki,S-Presso,ZX,Hatchback,Manual,Petrol,2022,147136,1st,North East,No,4,36784.0,1077300
Toyota,Etios,VX,Sedan,Manual,Petrol,2018,14377,2nd,Delhi,No,8,1797.125,965580
Hyundai,i20,SX(O),Hatchback,Manual,Petrol,2016,14148,1st,Telangana,No,10,1414.8,462000
Maruti Suzuki,Ignis,Z,Hatchback,Manual,CNG,2018,96232,1st,Gujarat,No,8,12029.0,735047
Jaguar,XE,Pure,Sedan,Manual,Diesel,2020,143582,1st,Kerala,No,6,23930.333333333332,1150687
Toyota,Etios,VX,Sedan,Manual,Petrol,2016,86086,1st,Maharashtra,No,10,8608.6,445483
Honda,Amaze,S,Sedan,Manual,Petrol,2015,97897,1st,Himachal Pradesh,No,11,8899.727272727272,274811
Maruti Suzuki,WagonR,Base,Hatchback,Automatic,Diesel,2004,68622,2nd,Punjab,No,22,3119.181818181818,308020
Skoda,Slavia,Style,Sedan,Automatic,Diesel,2023,65724,1st,Karnataka,Yes,3,21908.0,1391370
Hyundai,i10,Base,Hatchback,Manual,Petrol,2009,156341,3rd+,West Bengal,No,17,9196.529411764706,578531
Tata,Tigor,XE,Sedan,Manual,CNG,2021,81267,1st,Delhi,No,5,16253.4,1641015
Hyundai,Aura,Asta,Sedan,Manual,Petrol,2020,16462,1st,Maharashtra,No,6,2743.6666666666665,731500
Tata,Tigor,XZA,Sedan,Manual,Diesel,2023,56555,1st,Haryana,No,3,18851.666666666668,1570350
Hyundai,Grand i10,Asta,Hatchback,Manual,Petrol,2021,44912,2nd,Tamil Nadu,No,5,8982.4,677600
Maruti Suzuki,S-Presso,V,Hatchback,Automatic,Petrol,2020,116319,1st,Delhi,No,6,19386.5,907500
Mahindra,XUV500,AX3,SUV,Automatic,Petrol,2016,79739,1st,Uttar Pradesh,No,10,7973.9,400935
Toyota,Urban Cruiser,E,SUV,Manual,Diesel,2020,162987,1st,Delhi,No,6,27164.5,1732500
Renault,Kwid,RXT,Hatchback,Manual,Diesel,2017,62568,2nd,Delhi,No,9,6952.0,1179024
Maruti Suzuki,Baleno,ZX,Hatchback,Manual,Petrol,2020,40564,1st,Kerala,No,6,6760.666666666667,1231200
Maruti Suzuki,S-Presso,V,Hatchback,Manual,Petrol,2019,23741,2nd,West Bengal,No,7,3391.5714285714284,406560
MG,Astor,Savvy,SUV,Manual,Diesel,2023,79886,2nd,Maharashtra,Yes,3,26628.666666666668,680335
Tata,Harrier,XT,SUV,Manual,Petrol,2020,22657,1st,Kerala,Yes,6,3776.1666666666665,389244
MG,Hector,Style,SUV,Manual,Petrol,2023,148260,2nd,Maharashtra,No,3,49420.0,228690
Hyundai,Grand i10,Magna,Hatchback,Manual,Electric,2022,39472,1st,Delhi,No,4,9868.0,726000
Tata,Tigor,XE,Sedan,Manual,Petrol,2019,47943,1st,Karnataka,Yes,7,6849.0,858414
Tata,Nexon,XE,SUV,Manual,Petrol,2018,68423,2nd,Karnataka,No,8,8552.875,618987
Maruti Suzuki,Ignis,ZX,Hatchback,Manual,Electric,2023,22907,1st,West Bengal,No,3,7635.666666666667,1437480
Maruti Suzuki,Alto,Base,Hatchback,Manual,Diesel,2014,61819,2nd,Tamil Nadu,No,12,5151.583333333333,555825
Maruti Suzuki,WagonR,V,Hatchback,Manual,Diesel,2018,141437,2nd,Uttar Pradesh,No,8,17679.625,131670
Maruti Suzuki,Ignis,L,Hatchback,Manual,Petrol,2022,133755,1st,West Bengal,No,4,33438.75,792000
Mahindra,TUV300,W8(O),SUV,Manual,Petrol,2018,178226,2nd,Maharashtra,No,8,22278.25,853776
Tata,Tiago,XZA,Hatchback,Manual,Diesel,2021,150830,2nd,Delhi,No,5,30166.0,1306800
Tata,Tigor,XZA,Sedan,Automatic,CNG,2017,83090,1st,Uttar Pradesh,No,9,9232.222222222223,172306
Maruti Suzuki,Swift,L,Sedan,Manual,Petrol,2006,64138,1st,Maharashtra,No,20,3206.9,432028
Maruti Suzuki,Alto,Z,Hatchback,Manual,Petrol,2009,107900,3rd+,Gujarat,No,17,6347.058823529412,714656
Hyundai,Venue,Base,SUV,Manual,CNG,2023,37078,1st,Maharashtra,No,3,12359.333333333334,548625
Mahindra,XUV500,AX5,SUV,Manual,Petrol,2014,126292,2nd,West Bengal,No,12,10524.333333333334,293485
Hyundai,i10,Asta,Hatchback,Manual,Petrol,2009,157034,2nd,Gujarat,Yes,17,9237.29411764706,93088
Hyundai,i20,Magna,Hatchback,Automatic,Petrol,2018,133080,1st,Punjab,No,8,16635.0,164587
Maruti Suzuki,WagonR,Z,Hatchback,Automatic,Petrol,2011,47979,2nd,Assam,No,15,3198.6,371748
BMW,5 Series,Luxury Line,Luxury,Manual,Diesel,2007,174773,2nd,Madhya Pradesh,No,19,9198.578947368422,189667
Maruti Suzuki,Alto,Base,Hatchback,Automatic,Hybrid,2011,42961,2nd,Maharashtra,No,15,2864.0666666666666,614922
Hyundai,Grand i10,SX(O),Hatchback,Manual,Petrol,2016,69422,1st,Maharashtra,No,10,6942.2,1071840
Maruti Suzuki,Ertiga,Z,MPV,Manual,CNG,2023,79765,2nd,Karnataka,No,3,26588.333333333332,1428092
Maruti Suzuki,WagonR,V,Hatchback,Manual,Petrol,2023,73501,2nd,Bihar,No,3,24500.333333333332,1381908
Maruti Suzuki,Baleno,ZX,Hatchback,Manual,CNG,2017,77928,1st,Delhi,No,9,8658.666666666666,1030976
Maruti Suzuki,Ertiga,Z,MPV,Manual,Petrol,2023,97922,2nd,Kerala,Yes,3,32640.666666666668,238721
Volkswagen,Ameo,Trendline,Sedan,Manual,CNG,2020,127826,2nd,Rajasthan,No,6,21304.333333333332,226347
Honda,WR-V,S,SUV,Automatic,Diesel,2022,17943,1st,Bihar,Yes,4,4485.75,839073
Ford,Endeavour,Titanium,SUV,Manual,Diesel,2012,109616,2nd,Rajasthan,No,14,7829.714285714285,434511
Honda,Jazz,ZX,Sedan,Manual,Petrol,2015,152379,1st,Andhra Pradesh,No,11,13852.636363636364,921091
Maruti Suzuki,Dzire,L,Sedan,Manual,CNG,2013,89487,3rd+,West Bengal,No,13,6883.615384615385,171011
Maruti Suzuki,Baleno,L,Hatchback,Manual,Diesel,2018,166379,1st,Delhi,No,8,20797.375,887040
Tata,Altroz,XE,Hatchback,Manual,Electric,2022,10170,1st,Uttar Pradesh,No,4,2542.5,1776500
Maruti Suzuki,Alto,V,Hatchback,Manual,Diesel,2018,156323,1st,Delhi,No,8,19540.375,693000
Maruti Suzuki,Alto,ZX,Hatchback,Manual,Diesel,2014,122064,3rd+,Gujarat,No,12,10172.0,551306
Mahindra,Thar,W8,SUV,Manual,Petrol,2022,87470,1st,Rajasthan,Yes,4,21867.5,387542
Tata,Harrier,XE,SUV,Manual,Diesel,2020,155378,2nd,Maharashtra,No,6,25896.333333333332,914760
Maruti Suzuki,S-Presso,Base,Hatchback,Manual,Petrol,2019,69581,2nd,Delhi,No,7,9940.142857142857,648463
Maruti Suzuki,WagonR,ZX,Hatchback,Manual,Petrol,2017,137672,1st,Bihar,No,9,15296.888888888889,1023434
Maruti Suzuki,Swift,L,Sedan,Manual,Petrol,2021,63936,2nd,Tamil Nadu,Yes,5,12787.2,605316
Hyundai,Venue,SX,SUV,Manual,Petrol,2020,42757,2nd,Rajasthan,No,6,7126.166666666667,351120
Toyota,Urban Cruiser,VX,SUV,Manual,Petrol,2022,124134,1st,Tamil Nadu,No,4,31033.5,259875
Honda,WR-V,S,SUV,Manual,Diesel,2018,84060,1st,Delhi,No,8,10507.5,422037
Maruti Suzuki,Ignis,Z,Hatchback,Manual,Diesel,2021,139302,2nd,Maharashtra,No,5,27860.4,1067220
Maruti Suzuki,Alto,L,Hatchback,Automatic,Petrol,2012,10382,2nd,Jharkhand,No,14,741.5714285714286,145664
Hyundai,Grand i10,Era,Hatchback,Automatic,CNG,2018,103549,2nd,Delhi,No,8,12943.625,584175
Maruti Suzuki,Alto,ZX,Hatchback,Manual,Petrol,2018,129926,1st,Kerala,No,8,16240.75,700245
Kia,Seltos,HTX,SUV,Manual,Petrol,2022,17602,1st,West Bengal,No,4,4400.5,1501500
Maruti Suzuki,Alto,V,Hatchback,Manual,CNG,2005,155728,3rd+,Maharashtra,No,21,7415.619047619048,581934
Ford,Endeavour,Titanium,SUV,Manual,Petrol,2020,56110,1st,Delhi,No,6,9351.666666666666,803880
Nissan,Terrano,XE,SUV,Manual,Diesel,2014,52646,2nd,Delhi,No,12,4387.166666666667,194538
Maruti Suzuki,Baleno,ZX,Hatchback,Manual,Diesel,2015,166465,1st,Punjab,No,11,15133.181818181818,754110
Hyundai,Grand i10,SX(O),Hatchback,Manual,Diesel,2017,50232,1st,Karnataka,No,9,5581.333333333333,1272810
Mahindra,XUV500,W11,SUV,Automatic,Diesel,2014,163710,3rd+,Karnataka,No,12,13642.5,589591
Maruti Suzuki,Baleno,Z,Hatchback,Manual,CNG,2016,154086,2nd,Punjab,No,10,15408.6,700484
Maruti Suzuki,Alto,L,Hatchback,Manual,Diesel,2010,10676,1st,Kerala,No,16,667.25,902880
Maruti Suzuki,WagonR,Base,Hatchback,Manual,Petrol,2018,108344,1st,Karnataka,No,8,13543.0,231000
Nissan,Terrano,XV Premium (O),SUV,Manual,Diesel,2014,99274,3rd+,Kerala,No,12,8272.833333333334,572764
Hyundai,Aura,Asta,Sedan,Manual,Petrol,2022,88752,2nd,Telangana,No,4,22188.0,1520098
Tata,Tiago,XM,Hatchback,Automatic,Petrol,2017,157490,2nd,Maharashtra,No,9,17498.88888888889,335412
Maruti Suzuki,Swift,ZX,Sedan,Manual,Petrol,2005,143340,3rd+,Delhi,No,21,6825.714285714285,698321
Mahindra,XUV500,AX3,SUV,Manual,Petrol,2017,172864,2nd,Gujarat,No,9,19207.11111111111,266805
Maruti Suzuki,Baleno,Z,Hatchback,Manual,Diesel,2022,131861,2nd,Tamil Nadu,No,4,32965.25,990990
Hyundai,Verna,Sportz,Sedan,Automatic,Petrol,2019,10673,1st,West Bengal,No,7,1524.7142857142858,1046045
Hyundai,Venue,Base,SUV,Manual,Diesel,2020,177501,2nd,Tamil Nadu,Yes,6,29583.5,239559
Hyundai,Aura,Base,Sedan,Manual,Diesel,2020,177535,2nd,Karnataka,No,6,29589.166666666668,1034550
Maruti Suzuki,Dzire,Z,Sedan,Automatic,Diesel,2014,121318,3rd+,Punjab,No,12,10109.833333333334,128995
Maruti Suzuki,Dzire,Z,Sedan,Automatic,Petrol,2018,169564,1st,Delhi,No,8,21195.5,823760
Toyota,Fortuner,G+,SUV,Manual,CNG,2014,100184,3rd+,Delhi,No,12,8348.666666666666,203677
Mahindra,XUV500,W11,SUV,Manual,Petrol,2021,149310,1st,Uttar Pradesh,No,5,29862.0,224437
Maruti Suzuki,Dzire,ZX,Sedan,Manual,Petrol,2020,174880,1st,Delhi,No,6,29146.666666666668,253935
Maruti Suzuki,Ignis,ZX,Hatchback,Manual,Petrol,2023,94248,1st,Tamil Nadu,No,3,31416.0,930204
Maruti Suzuki,Swift,Z,Sedan,Manual,Petrol,2008,158862,2nd,West Bengal,No,18,8825.666666666666,438131
Maruti Suzuki,Ertiga,L,MPV,Manual,Petrol,2013,37242,1st,Rajasthan,No,13,2864.769230769231,351120
Tata,Tiago,XZA+,Hatchback,Manual,Petrol,2019,18277,1st,Karnataka,No,7,2611.0,770000
Renault,Kwid,RXL,Hatchback,Manual,Diesel,2022,121435,1st,Andhra Pradesh,No,4,30358.75,285000
Maruti Suzuki,Dzire,V,Sedan,Manual,Hybrid,2014,106432,2nd,Tamil Nadu,No,12,8869.333333333334,238981
Maruti Suzuki,Swift,Z,Sedan,Manual,Diesel,2006,62636,2nd,Gujarat,No,20,3131.8,600639
Honda,Jazz,VX,Sedan,Automatic,Petrol,2019,146420,2nd,Karnataka,No,7,20917.14285714286,690389
Honda,Amaze,E,Sedan,Manual,Hybrid,2022,148939,2nd,Telangana,No,4,37234.75,869022
Maruti Suzuki,Ignis,ZX,Hatchback,Manual,Petrol,2018,51981,1st,Tamil Nadu,No,8,6497.625,1446984
Honda,Jazz,S,Sedan,Manual,Petrol,2010,129204,3rd+,Odisha,No,16,8075.25,279210
Maruti Suzuki,Swift,ZX,Sedan,Manual,Petrol,2017,52488,1st,Karnataka,No,9,5832.0,549853
Hyundai,i10,Era,Hatchback,Manual,Petrol,2011,161036,2nd,Puducherry,No,15,10735.733333333334,103455
Honda,Jazz,VX,Sedan,Manual,CNG,2019,165406,1st,Punjab,No,7,23629.428571428572,855231
Range Rover,Sport,HSE,Luxury,Manual,Petrol,2022,78343,1st,Tamil Nadu,No,4,19585.75,1579050
Maruti Suzuki,Swift,Base,Sedan,Manual,Petrol,2017,144728,1st,Rajasthan,No,9,16080.888888888889,710718
Nissan,Micra,XL,Hatchback,Automatic,Petrol,2011,147725,2nd,Maharashtra,No,15,9848.333333333334,527076
Maruti Suzuki,Ignis,L,Hatchback,Manual,Petrol,2019,91777,1st,Delhi,No,7,13111.0,514483
Hyundai,Venue,Base,SUV,Manual,CNG,2020,30262,1st,Haryana,No,6,5043.666666666667,1705725
Toyota,Fortuner,G,SUV,Manual,Petrol,2023,98369,1st,Maharashtra,No,3,32789.666666666664,1406790
Maruti Suzuki,Celerio,Base,Hatchback,Manual,Diesel,2014,57094,1st,Tamil Nadu,No,12,4757.833333333333,1000065
Maruti Suzuki,Swift,L,Sedan,Manual,Petrol,2022,58966,1st,Uttar Pradesh,No,4,14741.5,527637
Ford,Figo,Ambiente,Sedan,Manual,Petrol,2016,104625,1st,Delhi,No,10,10462.5,1042387
Volkswagen,Polo,GT,Hatchback,Manual,Petrol,2010,21821,1st,Delhi,Yes,16,1363.8125,576171
Tata,Harrier,XZA+,SUV,Automatic,Diesel,2021,80950,1st,Goa,Yes,5,16190.0,467992
Toyota,Glanza,E,Hatchback,Manual,Petrol,2023,130266,1st,Kerala,No,3,43422.0,712500
Honda,City,S,Sedan,Manual,Diesel,2016,57074,2nd,Uttar Pradesh,No,10,5707.4,241833
Maruti Suzuki,Ertiga,Base,MPV,Manual,Petrol,2017,105542,1st,Madhya Pradesh,No,9,11726.888888888889,947624
Maruti Suzuki,WagonR,Base,Hatchback,Manual,CNG,2009,133196,2nd,Maharashtra,No,17,7835.058823529412,379335
Mahindra,Thar,W11,SUV,Manual,Petrol,2022,101838,2nd,Delhi,No,4,25459.5,914760
Maruti Suzuki,Alto,V,Hatchback,Automatic,Petrol,2000,60712,1st,Maharashtra,No,26,2335.076923076923,984274
Hyundai,Verna,Asta,Sedan,Automatic,Petrol,2013,102271,2nd,Kerala,No,13,7867.0,540552
Jaguar,XF,R-Dynamic,Sedan,Manual,Diesel,2020,97159,2nd,Uttar Pradesh,No,6,16193.166666666666,345477
Maruti Suzuki,S-Presso,Base,Hatchback,Manual,Petrol,2020,102539,1st,Maharashtra,No,6,17089.833333333332,990000
Maruti Suzuki,Dzire,Base,Sedan,Automatic,Petrol,2011,139005,2nd,Maharashtra,No,15,9267.0,333814
Mahindra,XUV500,W8,SUV,Manual,Petrol,2020,101178,2nd,Kerala,No,6,16863.0,724185
Hyundai,Creta,SX(O),SUV,Manual,Diesel,2019,94392,2nd,Karnataka,No,7,13484.57142857143,433291
Maruti Suzuki,Baleno,V,Hatchback,Manual,Petrol,2018,59219,1st,Maharashtra,No,8,7402.375,1205820
Maruti Suzuki,S-Presso,Base,Hatchback,Automatic,Diesel,2023,48152,2nd,Rajasthan,No,3,16050.666666666666,1011560
Toyota,Glanza,E,Hatchback,Manual,Diesel,2020,159078,1st,Maharashtra,No,6,26513.0,247500
Renault,Triber,RXL,MPV,Manual,Petrol,2021,83717,1st,Gujarat,Yes,5,16743.4,1419698
Volkswagen,Vento,Highline+,Sedan,Manual,Petrol,2011,80751,2nd,Maharashtra,No,15,5383.4,572037
Maruti Suzuki,Dzire,Base,Sedan,Manual,Petrol,2018,124307,1st,Madhya Pradesh,No,8,15538.375,663337
Hyundai,Verna,SX,Sedan,Manual,Petrol,2008,132116,3rd+,Karnataka,No,18,7339.777777777777,420285
Hyundai,Creta,Era,SUV,Manual,Diesel,2020,96754,1st,Gujarat,No,6,16125.666666666666,1607760
Maruti Suzuki,Ertiga,Base,MPV,Manual,Diesel,2014,39284,2nd,Gujarat,No,12,3273.6666666666665,851840
Maruti Suzuki,Dzire,ZX,Sedan,Manual,Petrol,2020,76002,2nd,Delhi,No,6,12667.0,1036867
Toyota,Urban Cruiser,G+,SUV,Manual,Petrol,2022,174800,1st,West Bengal,No,4,43700.0,1732500
Renault,Kwid,RXT,Hatchback,Manual,Petrol,2018,17271,1st,Delhi,Yes,8,2158.875,174950
Maruti Suzuki,Alto,L,Hatchback,Manual,Petrol,2011,89236,3rd+,Maharashtra,No,15,5949.066666666667,113691
Maruti Suzuki,Ertiga,ZX,MPV,Manual,Diesel,2022,152475,2nd,Karnataka,No,4,38118.75,1332936
Maruti Suzuki,Swift,Base,Sedan,Manual,Diesel,2021,165010,1st,Delhi,No,5,33002.0,235125
Hyundai,Venue,Base,SUV,Manual,Diesel,2021,115280,1st,Maharashtra,No,5,23056.0,1299375
Maruti Suzuki,Ertiga,L,MPV,Manual,Petrol,2014,32041,1st,Delhi,No,12,2670.0833333333335,638880
Maruti Suzuki,Alto,V,Hatchback,Manual,Diesel,2002,57911,1st,Maharashtra,No,24,2412.9583333333335,894795
Toyota,Innova,E,MPV,Manual,Diesel,2018,144112,1st,Karnataka,No,8,18014.0,231000
Tata,Altroz,XZA,Hatchback,Manual,Petrol,2021,163649,1st,Delhi,No,5,32729.8,742500
BMW,3 Series,M Sport,Luxury,Manual,Diesel,2007,100290,3rd+,Rajasthan,No,19,5278.421052631579,290967
Maruti Suzuki,Baleno,V,Hatchback,Manual,Petrol,2019,57316,2nd,Maharashtra,No,7,8188.0,1002170
Nissan,Sunny,XV Premium,Sedan,Manual,Petrol,2016,23699,1st,West Bengal,No,10,2369.9,877800
Renault,Duster,RXZ,SUV,Manual,CNG,2014,10021,2nd,Karnataka,No,12,835.0833333333334,371748
Maruti Suzuki,Ertiga,V,MPV,Manual,Petrol,2015,61388,1st,Gujarat,No,11,5580.727272727273,267960
Hyundai,Creta,Base,SUV,Manual,Petrol,2020,106289,1st,Tamil Nadu,No,6,17714.833333333332,693000
